off_class,confidence,PMID,Journal
a_database,1,18927118,Nucleic Acids Res
a_database,1,17369271,Nucleic Acids Res
a_database,0.6704,15608279,Nucleic Acids Res
a_database,1,9847233,Nucleic Acids Res
a_database,1,19820112,Nucleic Acids Res
a_database,1,18927104,Nucleic Acids Res
a_database,1,17986464,Nucleic Acids Res
a_database,1,17158166,Nucleic Acids Res
a_database,0.5919,14681385,Nucleic Acids Res
a_database,0.7245,14681365,Nucleic Acids Res
a_database,0.5774,11752337,Nucleic Acids Res
a_database,0.6744,11752272,Nucleic Acids Res
a_database,1,10592167,Nucleic Acids Res
a_database,0.6491,9399844,Nucleic Acids Res
a_database,1,9399861,Nucleic Acids Res
a_database,0.7315,18835852,Nucleic Acids Res
a_database,0.5767,18945702,Nucleic Acids Res
a_database,1,18984624,Nucleic Acids Res
a_database,1,17090589,Nucleic Acids Res
a_database,1,11752292,Nucleic Acids Res
a_database,0.671,8594562,Nucleic Acids Res
a_database,1,8594591,Nucleic Acids Res
a_database,1,9016547,Nucleic Acids Res
a_database,1,18842639,Nucleic Acids Res
a_database,1,19073703,Nucleic Acids Res
a_database,1,15608214,Nucleic Acids Res
a_database,0.4205,14681415,Nucleic Acids Res
a_database,0.6936,14681478,Nucleic Acids Res
a_database,1,12520053,Nucleic Acids Res
a_database,1,12519952,Nucleic Acids Res
a_database,1,11752341,Nucleic Acids Res
a_database,1,11125046,Nucleic Acids Res
a_database,0.732,9847170,Nucleic Acids Res
a_database,1,9399823,Nucleic Acids Res
a_database,0.7184,9016552,Nucleic Acids Res
a_database,1,22127860,Nucleic Acids Res
a_database,0.676,21097891,Nucleic Acids Res
a_database,0.6695,18974183,Nucleic Acids Res
a_database,1,18515352,Nucleic Acids Res
a_database,0.6573,17142239,Nucleic Acids Res
a_database,0.7297,10592220,Nucleic Acids Res
a_database,0.7338,9847159,Nucleic Acids Res
a_database,1,9399833,Nucleic Acids Res
a_database,1,9399810,Nucleic Acids Res
a_database,1,8594605,Nucleic Acids Res
a_database,0.651,16381954,Nucleic Acids Res
a_database,0.5783,22067444,Nucleic Acids Res
a_database,1,17088281,Nucleic Acids Res
a_database,1,12520021,Nucleic Acids Res
a_database,0.7411,11752251,Nucleic Acids Res
a_database,0.7359,10592227,Nucleic Acids Res
a_database,1,9847161,Nucleic Acids Res
a_database,1,9399866,Nucleic Acids Res
a_database,1,9399797,Nucleic Acids Res
a_database,1,9016528,Nucleic Acids Res
a_database,1,17148473,Nucleic Acids Res
a_database,1,15608190,Nucleic Acids Res
a_database,0.4079,12519950,Nucleic Acids Res
a_database,1,10592241,Nucleic Acids Res
a_database,1,9847142,Nucleic Acids Res
a_database,1,9399858,Nucleic Acids Res
a_database,1,9016501,Nucleic Acids Res
a_database,1,21071393,Nucleic Acids Res
a_database,0.6073,12519970,Nucleic Acids Res
a_database,1,17166862,Nucleic Acids Res
a_database,1,15608281,Nucleic Acids Res
a_database,0.5659,12520061,Nucleic Acids Res
a_database,1,9847174,Nucleic Acids Res
a_database,1,9847230,Nucleic Acids Res
a_database,1,9016517,Nucleic Acids Res
a_database,0.7274,12520049,Nucleic Acids Res
a_database,1,12520062,Nucleic Acids Res
a_database,0.7,10592208,Nucleic Acids Res
a_database,0.7241,9847175,Nucleic Acids Res
a_database,1,9847195,Nucleic Acids Res
a_database,1,8594566,Nucleic Acids Res
a_database,1,17933775,Nucleic Acids Res
a_database,1,17085479,Nucleic Acids Res
a_database,0.6617,16381914,Nucleic Acids Res
a_database,1,15608178,Nucleic Acids Res
a_database,1,15608234,Nucleic Acids Res
a_database,0.6729,14681460,Nucleic Acids Res
a_database,0.6542,12520044,Nucleic Acids Res
a_database,0.5595,11752284,Nucleic Acids Res
a_database,0.6553,10592207,Nucleic Acids Res
a_database,1,9847147,Nucleic Acids Res
a_database,1,9847168,Nucleic Acids Res
a_database,1,9847220,Nucleic Acids Res
a_database,0.7248,9399825,Nucleic Acids Res
a_database,1,9399811,Nucleic Acids Res
a_database,1,9399831,Nucleic Acids Res
a_database,1,9399832,Nucleic Acids Res
a_database,1,9399819,Nucleic Acids Res
a_database,1,25399415,Nucleic Acids Res
a_database,0.7262,23161689,Nucleic Acids Res
a_database,0.7521,17981844,Nucleic Acids Res
a_database,0.4141,17488847,Nucleic Acids Res
a_database,0.6522,10592193,Nucleic Acids Res
a_database,0.7287,10592266,Nucleic Acids Res
a_database,1,9016506,Nucleic Acids Res
a_database,1,9847226,Nucleic Acids Res
a_database,0.7341,16381857,Nucleic Acids Res
a_database,0.6777,15608250,Nucleic Acids Res
a_database,1,15608207,Nucleic Acids Res
a_database,0.7168,11752279,Nucleic Acids Res
a_database,0.663,11125128,Nucleic Acids Res
a_database,0.7231,10592202,Nucleic Acids Res
a_database,1,9847179,Nucleic Acids Res
a_database,1,9399793,Nucleic Acids Res
a_database,1,19906706,Nucleic Acids Res
a_database,1,17151074,Nucleic Acids Res
a_database,1,11125079,Nucleic Acids Res
a_database,1,9847158,Nucleic Acids Res
a_database,1,9847154,Nucleic Acids Res
a_database,1,9399855,Nucleic Acids Res
a_database,1,9016520,Nucleic Acids Res
a_database,0.7192,17932066,Nucleic Acids Res
a_database,1,16381863,Nucleic Acids Res
a_database,1,9847155,Nucleic Acids Res
a_database,1,11752339,Nucleic Acids Res
a_database,1,9399826,Nucleic Acids Res
a_database,1,9847143,Nucleic Acids Res
a_database,1,9399878,Nucleic Acids Res
a_database,1,9399814,Nucleic Acids Res
a_database,0.5734,8594567,Nucleic Acids Res
a_database,0.6015,11125121,Nucleic Acids Res
a_database,1,9847131,Nucleic Acids Res
a_database,1,9399812,Nucleic Acids Res
a_database,0.6527,9016504,Nucleic Acids Res
a_database,0.6555,8594585,Nucleic Acids Res
a_database,1,9399809,Nucleic Acids Res
a_database,1,9399807,Nucleic Acids Res
a_database,0.6335,10592235,Nucleic Acids Res
a_database,0.5651,16381832,Nucleic Acids Res
a_database,0.7406,14681378,Nucleic Acids Res
a_database,1,18039703,Nucleic Acids Res
a_database,1,22080510,Nucleic Acids Res
a_database,1,16381927,Nucleic Acids Res
a_database,0.7338,16381825,Nucleic Acids Res
a_database,0.73,12520024,Nucleic Acids Res
a_database,0.7122,12520026,Nucleic Acids Res
a_database,0.404,18988627,Nucleic Acids Res
a_database,1,9847135,Nucleic Acids Res
a_database,0.6637,18940858,Nucleic Acids Res
a_database,0.6557,14681370,Nucleic Acids Res
a_database,1,15608248,Nucleic Acids Res
a_database,1,10592178,Nucleic Acids Res
a_database,1,14681372,Nucleic Acids Res
a_database,0.6575,19033362,Nucleic Acids Res
a_database,1,18931379,Nucleic Acids Res
a_database,0.4099,22086963,Nucleic Acids Res
a_database,0.6557,11752248,Nucleic Acids Res
a_database,1,12520045,Nucleic Acids Res
a_database,1,23193283,Nucleic Acids Res
a_database,1,12519993,Nucleic Acids Res
a_database,0.659,15608231,Nucleic Acids Res
a_database,1,15608257,Nucleic Acids Res
a_database,1,22064851,Nucleic Acids Res
a_database,0.6001,16381900,Nucleic Acids Res
a_database,0.6565,15608241,Nucleic Acids Res
a_database,1,12520028,Nucleic Acids Res
a_database,1,11752315,Nucleic Acids Res
a_database,0.7415,17142228,Nucleic Acids Res
a_database,0.6211,16381955,Nucleic Acids Res
a_database,1,17202168,Nucleic Acids Res
a_database,1,11752303,Nucleic Acids Res
a_database,1,9847184,Nucleic Acids Res
a_database,0.5503,14681376,Nucleic Acids Res
a_database,1,11752246,Nucleic Acids Res
a_database,1,12519996,Nucleic Acids Res
a_database,0.7188,10592255,Nucleic Acids Res
a_database,0.4109,15608232,Nucleic Acids Res
a_database,0.5967,23193289,Nucleic Acids Res
a_database,1,18984615,Nucleic Acids Res
a_database,0.6872,15608229,Nucleic Acids Res
a_database,1,18957448,Nucleic Acids Res
a_database,0.67,17202162,Nucleic Acids Res
a_database,1,16381841,Nucleic Acids Res
a_database,1,16381878,Nucleic Acids Res
a_database,1,21115458,Nucleic Acids Res
a_database,0.6563,12519949,Nucleic Acids Res
a_database,1,18957446,Nucleic Acids Res
a_database,1,18927107,Nucleic Acids Res
a_database,1,19906713,Nucleic Acids Res
a_database,1,17130149,Nucleic Acids Res
a_database,1,15608197,Nucleic Acids Res
a_database,0.5723,17932057,Nucleic Acids Res
a_database,0.592,16381960,Nucleic Acids Res
a_database,1,14681479,Nucleic Acids Res
a_database,0.6635,9399864,Nucleic Acids Res
a_database,1,11125113,Nucleic Acids Res
a_database,0.4678,22194640,Nucleic Acids Res
a_database,0.6805,10592249,Nucleic Acids Res
a_database,1,16381935,Nucleic Acids Res
a_database,0.6468,21071392,Nucleic Acids Res
a_database,1,18842628,Nucleic Acids Res
a_database,0.6146,15608164,Nucleic Acids Res
a_database,0.6562,19906701,Nucleic Acids Res
a_database,1,15608223,Nucleic Acids Res
a_database,1,14681484,Nucleic Acids Res
a_database,1,11125103,Nucleic Acids Res
a_database,1,19906727,Nucleic Acids Res
a_database,1,10592169,Nucleic Acids Res
a_database,0.6103,19906719,Nucleic Acids Res
a_database,1,18957447,Nucleic Acids Res
a_database,0.7193,16381895,Nucleic Acids Res
a_database,0.7241,22096227,Nucleic Acids Res
a_database,0.7231,16381836,Nucleic Acids Res
a_database,0.5664,12520010,Nucleic Acids Res
a_database,0.7075,19884131,Nucleic Acids Res
a_database,0.3897,16407324,Nucleic Acids Res
a_database,0.6612,22135297,Nucleic Acids Res
a_database,0.6789,19843604,Nucleic Acids Res
a_database,0.7187,21112873,Nucleic Acids Res
a_database,1,18978023,Nucleic Acids Res
a_database,1,18953027,Nucleic Acids Res
a_database,0.74,16381906,Nucleic Acids Res
a_database,0.7221,19920125,Nucleic Acids Res
a_database,1,15608217,Nucleic Acids Res
a_database,1,15608193,Nucleic Acids Res
a_database,0.6776,9847196,Nucleic Acids Res
a_database,1,23118484,Nucleic Acids Res
a_database,1,18832362,Nucleic Acids Res
a_database,0.7229,14681429,Nucleic Acids Res
a_database,1,21037263,Nucleic Acids Res
a_database,1,14681434,Nucleic Acids Res
a_database,1,25352552,Nucleic Acids Res
a_database,0.5867,18957441,Nucleic Acids Res
a_database,1,17998252,Nucleic Acids Res
a_database,1,15608185,Nucleic Acids Res
a_database,1,17135200,Nucleic Acids Res
a_database,1,14681488,Nucleic Acids Res
a_database,1,10592216,Nucleic Acids Res
a_database,0.6961,18055500,Nucleic Acids Res
a_database,0.5054,24234437,Nucleic Acids Res
a_database,1,21062823,Nucleic Acids Res
a_database,1,11125097,Nucleic Acids Res
a_database,1,20435676,Nucleic Acids Res
a_database,1,18984617,Nucleic Acids Res
a_database,1,17881371,Nucleic Acids Res
a_database,1,18089549,Nucleic Acids Res
a_database,0.4032,16381872,Nucleic Acids Res
a_database,1,19858103,Nucleic Acids Res
a_database,1,10592278,Nucleic Acids Res
a_database,1,9847148,Nucleic Acids Res
a_database,1,16381983,Nucleic Acids Res
a_database,1,17202163,Nucleic Acids Res
a_database,1,17986460,Nucleic Acids Res
a_database,1,16381921,Nucleic Acids Res
a_database,0.6851,16381869,Nucleic Acids Res
a_database,0.5819,14681368,Nucleic Acids Res
a_database,0.6618,22009675,Nucleic Acids Res
a_database,0.5971,11125044,Nucleic Acids Res
a_database,0.6578,18084021,Nucleic Acids Res
a_database,1,17965090,Nucleic Acids Res
a_database,1,17932051,Nucleic Acids Res
a_database,1,21097780,Nucleic Acids Res
a_database,0.7193,16381973,Nucleic Acids Res
a_database,1,18974178,Nucleic Acids Res
a_database,1,15608278,Nucleic Acids Res
a_database,1,22139910,Nucleic Acids Res
a_database,1,19854944,Nucleic Acids Res
a_database,1,15608195,Nucleic Acids Res
a_database,0.7338,9722650,Nucleic Acids Res
a_database,1,21989406,Nucleic Acids Res
a_database,0.7389,18073188,Nucleic Acids Res
a_database,1,17098933,Nucleic Acids Res
a_database,0.5721,14681452,Nucleic Acids Res
a_database,1,17984084,Nucleic Acids Res
a_database,0.7406,14681401,Nucleic Acids Res
a_database,1,19884135,Nucleic Acids Res
a_database,0.7537,17981841,Nucleic Acids Res
a_database,0.6618,10592272,Nucleic Acids Res
a_database,1,22039153,Nucleic Acids Res
a_database,1,12519978,Nucleic Acids Res
a_database,0.6667,18835847,Nucleic Acids Res
a_database,0.6447,18940865,Nucleic Acids Res
a_database,0.5901,14681360,Nucleic Acids Res
a_database,0.5769,11752250,Nucleic Acids Res
a_database,1,19900966,Nucleic Acids Res
a_database,1,17090588,Nucleic Acids Res
a_database,0.6959,16381880,Nucleic Acids Res
a_database,1,11752312,Nucleic Acids Res
a_database,0.4091,17942413,Nucleic Acids Res
a_database,0.6667,19786497,Nucleic Acids Res
a_database,1,21948793,Nucleic Acids Res
a_database,1,17065467,Nucleic Acids Res
a_database,0.6474,9399837,Nucleic Acids Res
a_database,0.6618,17088284,Nucleic Acids Res
a_database,1,14681414,Nucleic Acids Res
a_database,0.651,14681363,Nucleic Acids Res
a_database,1,17984086,Nucleic Acids Res
a_database,0.7505,15608156,Nucleic Acids Res
a_database,0.6667,21558170,Nucleic Acids Res
a_database,0.6981,15608201,Nucleic Acids Res
a_database,0.6618,22080554,Nucleic Acids Res
a_database,0.6581,12519998,Nucleic Acids Res
a_database,1,12520031,Nucleic Acids Res
a_database,0.3954,11752306,Nucleic Acids Res
a_database,0.7222,9847231,Nucleic Acids Res
a_database,1,9399852,Nucleic Acids Res
a_database,1,21036867,Nucleic Acids Res
a_database,1,11752349,Nucleic Acids Res
a_database,0.7291,9399790,Nucleic Acids Res
a_database,0.59,24174537,Nucleic Acids Res
a_database,1,19793867,Nucleic Acids Res
a_database,1,15608265,Nucleic Acids Res
a_database,1,15608208,Nucleic Acids Res
a_database,0.6589,12519971,Nucleic Acids Res
a_database,1,14681398,Nucleic Acids Res
a_database,0.6726,19015121,Nucleic Acids Res
a_database,1,18948278,Nucleic Acids Res
a_database,0.7287,21075798,Nucleic Acids Res
a_database,0.661,19854939,Nucleic Acids Res
a_database,1,17099228,Nucleic Acids Res
a_database,1,24214965,Nucleic Acids Res
a_database,1,21036869,Nucleic Acids Res
a_database,0.7229,16381831,Nucleic Acids Res
a_database,0.7187,17932064,Nucleic Acids Res
a_database,1,23175614,Nucleic Acids Res
a_database,1,18824479,Nucleic Acids Res
a_database,0.7048,17881367,Nucleic Acids Res
a_database,1,11752352,Nucleic Acids Res
a_database,0.5862,21071397,Nucleic Acids Res
a_database,1,21037262,Nucleic Acids Res
a_database,1,18996892,Nucleic Acids Res
a_database,1,17947325,Nucleic Acids Res
a_database,1,15608192,Nucleic Acids Res
a_database,1,15608225,Nucleic Acids Res
a_database,1,18974184,Nucleic Acids Res
a_database,1,17933783,Nucleic Acids Res
a_database,0.4241,16381833,Nucleic Acids Res
a_database,1,15608161,Nucleic Acids Res
a_database,1,15608211,Nucleic Acids Res
a_database,0.5788,14681355,Nucleic Acids Res
a_database,0.6829,14681416,Nucleic Acids Res
a_database,1,14681362,Nucleic Acids Res
a_database,1,21624888,Nucleic Acids Res
a_database,1,23180760,Nucleic Acids Res
a_database,1,17099231,Nucleic Acids Res
a_database,1,16381958,Nucleic Acids Res
a_database,1,15608169,Nucleic Acids Res
a_database,0.6106,11125105,Nucleic Acids Res
a_database,1,9847139,Nucleic Acids Res
a_database,0.6486,24285305,Nucleic Acids Res
a_database,0.6781,17942429,Nucleic Acids Res
a_database,1,14681410,Nucleic Acids Res
a_database,1,21890895,Nucleic Acids Res
a_database,1,17984078,Nucleic Acids Res
a_database,0.6696,17145709,Nucleic Acids Res
a_database,1,19808935,Nucleic Acids Res
a_database,0.5738,16381907,Nucleic Acids Res
a_database,1,16381838,Nucleic Acids Res
a_database,1,15608170,Nucleic Acids Res
a_database,1,9847225,Nucleic Acids Res
a_database,1,21097781,Nucleic Acids Res
a_database,1,18940869,Nucleic Acids Res
a_database,0.7073,16381893,Nucleic Acids Res
a_database,0.6084,17068075,Nucleic Acids Res
a_database,0.6568,14681446,Nucleic Acids Res
a_database,0.7198,14681433,Nucleic Acids Res
a_database,0.7273,14681451,Nucleic Acids Res
a_database,1,9399865,Nucleic Acids Res
a_database,1,23143270,Nucleic Acids Res
a_database,0.6414,18515843,Nucleic Acids Res
a_database,1,17932060,Nucleic Acids Res
a_database,1,17142223,Nucleic Acids Res
a_database,1,21071424,Nucleic Acids Res
a_database,1,19966272,Nucleic Acids Res
a_database,1,19773420,Nucleic Acids Res
a_database,0.7176,11752266,Nucleic Acids Res
a_database,0.7306,11752286,Nucleic Acids Res
a_database,1,17098930,Nucleic Acids Res
a_database,1,17962307,Nucleic Acids Res
a_database,0.652,11125048,Nucleic Acids Res
a_database,1,9016544,Nucleic Acids Res
a_database,1,20929875,Nucleic Acids Res
a_database,0.4232,18971256,Nucleic Acids Res
a_database,1,18838390,Nucleic Acids Res
a_database,0.6893,18000000,Nucleic Acids Res
a_database,1,18073191,Nucleic Acids Res
a_database,1,17082203,Nucleic Acids Res
a_database,1,19820115,Nucleic Acids Res
a_database,0.6731,24243842,Nucleic Acids Res
a_database,1,19923233,Nucleic Acids Res
a_database,1,19934259,Nucleic Acids Res
a_database,1,18988626,Nucleic Acids Res
a_database,0.687,18039705,Nucleic Acids Res
a_database,0.6491,17202165,Nucleic Acids Res
a_database,1,15608216,Nucleic Acids Res
a_database,0.651,12520023,Nucleic Acids Res
a_database,1,17984085,Nucleic Acids Res
a_database,0.6466,17145713,Nucleic Acids Res
a_database,1,11752347,Nucleic Acids Res
a_database,0.403,23680784,Nucleic Acids Res
a_database,0.7009,23203888,Nucleic Acids Res
a_database,1,22610854,Nucleic Acids Res
a_database,0.7363,22139929,Nucleic Acids Res
a_database,0.7075,21045061,Nucleic Acids Res
a_database,1,16381972,Nucleic Acids Res
a_database,1,22080564,Nucleic Acids Res
a_database,1,21087992,Nucleic Acids Res
a_database,1,17962297,Nucleic Acids Res
a_database,0.5523,11752255,Nucleic Acids Res
a_database,1,23180787,Nucleic Acids Res
a_database,1,23161675,Nucleic Acids Res
a_database,1,22080514,Nucleic Acids Res
a_database,1,21062809,Nucleic Acids Res
a_database,1,20008513,Nucleic Acids Res
a_database,1,19010965,Nucleic Acids Res
a_database,1,17942425,Nucleic Acids Res
a_database,0.6495,16381948,Nucleic Acids Res
a_database,0.6744,14681441,Nucleic Acids Res
a_database,0.6019,12519947,Nucleic Acids Res
a_database,1,23066107,Nucleic Acids Res
a_database,0.7333,19880388,Nucleic Acids Res
a_database,1,19015150,Nucleic Acids Res
a_database,0.6892,15608254,Nucleic Acids Res
a_database,1,14681358,Nucleic Acids Res
a_database,0.7274,11752280,Nucleic Acids Res
a_database,1,19948758,Nucleic Acids Res
a_database,1,19223324,Nucleic Acids Res
a_database,0.6746,17947323,Nucleic Acids Res
a_database,0.7108,17913741,Nucleic Acids Res
a_database,0.7107,16381828,Nucleic Acids Res
a_database,1,16381949,Nucleic Acids Res
a_database,0.7787,11752329,Nucleic Acids Res
a_database,1,11125133,Nucleic Acids Res
a_database,1,9399876,Nucleic Acids Res
